begin_<parameters> 
format free
phi_min -180
phi_max 180
phi_inc 1
theta_min 0
theta_max 0
theta_inc 1
complex
mag_phase
pattern gain
magnitude dB
direction degrees
phase degrees
polarization theta_phi
NetInputPower 0.002482195
end_<parameters>
0	-180	-4.76557900000000	-5.45347900000000	168.451800000000	91.3713700000000
0	-179	-4.97576800000000	-5.52436700000000	168.879500000000	91.9746900000000
0	-178	-5.19324200000000	-5.60283900000000	169.318300000000	92.5699000000000
0	-177	-5.41833400000000	-5.68922000000000	169.768400000000	93.1576500000000
0	-176	-5.65117100000000	-5.78347400000000	170.230600000000	93.7379500000000
0	-175	-5.89218200000000	-5.88595900000000	170.705700000000	94.3110500000000
0	-174	-6.14155400000000	-5.99673800000000	171.195500000000	94.8773300000000
0	-173	-6.39950800000000	-6.11606200000000	171.700500000000	95.4363100000000
0	-172	-6.66661400000000	-6.24421100000000	172.221500000000	95.9890300000000
0	-171	-6.94303800000000	-6.38139800000000	172.760800000000	96.5352100000000
0	-170	-7.22926400000000	-6.52782000000000	173.319700000000	97.0747800000000
0	-169	-7.52562200000000	-6.68385400000000	173.899400000000	97.6081600000000
0	-168	-7.83278800000000	-6.84960500000000	174.501800000000	98.1347800000000
0	-167	-8.15094600000000	-7.02575100000000	175.130700000000	98.6555300000000
0	-166	-8.48079600000000	-7.21235400000000	175.787400000000	99.1700600000000
0	-165	-8.82297000000000	-7.40984300000000	176.474500000000	99.6783500000000
0	-164	-9.17802900000000	-7.61863900000000	177.196600000000	100.180500000000
0	-163	-9.54661600000000	-7.83929200000000	177.956500000000	100.676100000000
0	-162	-9.92958000000000	-8.07213400000000	178.759700000000	101.165500000000
0	-161	-10.3277000000000	-8.31782600000000	179.609700000000	101.648400000000
0	-160	-10.7420000000000	-8.57691300000000	-179.485400000000	102.124300000000
0	-159	-11.1732600000000	-8.85009800000000	-178.520400000000	102.593400000000
0	-158	-11.6227300000000	-9.13817900000000	-177.486000000000	103.055300000000
0	-157	-12.0916100000000	-9.44192200000000	-176.372300000000	103.509600000000
0	-156	-12.5810300000000	-9.76218400000000	-175.168200000000	103.955700000000
0	-155	-13.0925800000000	-10.1001900000000	-173.858200000000	104.393400000000
0	-154	-13.6276800000000	-10.4570400000000	-172.426700000000	104.822000000000
0	-153	-14.1878400000000	-10.8340300000000	-170.851900000000	105.240400000000
0	-152	-14.7747900000000	-11.2328700000000	-169.110800000000	105.648100000000
0	-151	-15.3900000000000	-11.6552600000000	-167.169900000000	106.043500000000
0	-150	-16.0349500000000	-12.1032500000000	-164.991300000000	106.425400000000
0	-149	-16.7107200000000	-12.5793400000000	-162.528200000000	106.792500000000
0	-148	-17.4175300000000	-13.0862800000000	-159.721800000000	107.141900000000
0	-147	-18.1544800000000	-13.6275700000000	-156.499500000000	107.471400000000
0	-146	-18.9182500000000	-14.2072400000000	-152.771600000000	107.777200000000
0	-145	-19.7016500000000	-14.8299200000000	-148.433900000000	108.054200000000
0	-144	-20.4922300000000	-15.5022000000000	-143.364200000000	108.298200000000
0	-143	-21.2685600000000	-16.2312100000000	-137.440500000000	108.499300000000
0	-142	-21.9980900000000	-17.0266000000000	-130.558900000000	108.647600000000
0	-141	-22.6360200000000	-17.9007400000000	-122.683300000000	108.727500000000
0	-140	-23.1286200000000	-18.8700800000000	-113.907800000000	108.716300000000
0	-139	-23.4251900000000	-19.9565800000000	-104.495200000000	108.579700000000
0	-138	-23.4950600000000	-21.1921100000000	-94.8754900000000	108.263800000000
0	-137	-23.3410100000000	-22.6223100000000	-85.5371200000000	107.675500000000
0	-136	-22.9978500000000	-24.3191500000000	-76.8883200000000	106.644800000000
0	-135	-22.5175700000000	-26.4028900000000	-69.1684000000000	104.824500000000
0	-134	-21.9529900000000	-29.0931300000000	-62.4417700000000	101.375300000000
0	-133	-21.3473000000000	-32.8401800000000	-56.6620100000000	93.7069200000000
0	-132	-20.7309500000000	-38.4102100000000	-51.7196900000000	70.0580600000000
0	-131	-20.1236600000000	-40.1957500000000	-47.4904500000000	0.132546600000000
0	-130	-19.5369500000000	-34.3900400000000	-43.8546700000000	-35.3477800000000
0	-129	-18.9771500000000	-30.2761000000000	-40.7107600000000	-45.5952800000000
0	-128	-18.4470800000000	-27.4289900000000	-37.9713300000000	-49.8883200000000
0	-127	-17.9474200000000	-25.2881000000000	-35.5670200000000	-52.0930000000000
0	-126	-17.4776000000000	-23.5838100000000	-33.4399100000000	-53.3457100000000
0	-125	-17.0365700000000	-22.1746500000000	-31.5453300000000	-54.0870800000000
0	-124	-16.6226200000000	-20.9774000000000	-29.8452100000000	-54.5257200000000
0	-123	-16.2342300000000	-19.9397700000000	-28.3098900000000	-54.7700400000000
0	-122	-15.8698400000000	-19.0267000000000	-26.9152900000000	-54.8838100000000
0	-121	-15.5275800000000	-18.2133800000000	-25.6402000000000	-54.9064400000000
0	-120	-15.2060900000000	-17.4819900000000	-24.4694600000000	-54.8629400000000
0	-119	-14.9038500000000	-16.8190100000000	-23.3882300000000	-54.7707600000000
0	-118	-14.6196200000000	-16.2140300000000	-22.3861300000000	-54.6420500000000
0	-117	-14.3520700000000	-15.6588400000000	-21.4527800000000	-54.4866400000000
0	-116	-14.1002200000000	-15.1469200000000	-20.5805000000000	-54.3099200000000
0	-115	-13.8628800000000	-14.6729700000000	-19.7622600000000	-54.1177600000000
0	-114	-13.6392700000000	-14.2325200000000	-18.9920800000000	-53.9136500000000
0	-113	-13.4285600000000	-13.8219600000000	-18.2653000000000	-53.7011000000000
