0	-0.265380859	0.013183594
1.35634E-07	-0.204223633	0.110351563
2.71267E-07	-0.093994141	0.185546875
4.06901E-07	0.040527344	0.22644043
5.42535E-07	0.168457031	0.225463867
6.78168E-07	0.260498047	0.182128906
8.13802E-07	0.295410156	0.103149414
9.49436E-07	0.265136719	0.001098633
1.08507E-06	0.177124023	-0.108642578
1.2207E-06	0.052124023	-0.209594727
1.35634E-06	-0.079833984	-0.288818359
1.49197E-06	-0.187744141	-0.336914063
1.6276E-06	-0.24609375	-0.350708008
1.76324E-06	-0.241699219	-0.332641602
1.89887E-06	-0.175537109	-0.288696289
2.03451E-06	-0.064453125	-0.227050781
2.17014E-06	0.064819336	-0.156005859
2.30577E-06	0.181152344	-0.082519531
2.44141E-06	0.256835938	-0.010620117
2.57704E-06	0.273681641	0.057495117
2.71267E-06	0.227539063	0.120849609
2.84831E-06	0.12890625	0.178466797
2.98394E-06	0.000366211	0.228881836
3.11957E-06	-0.128662109	0.268920898
3.25521E-06	-0.229248047	0.294677734
3.39084E-06	-0.278320313	0.302734375
3.52648E-06	-0.264404297	0.291503906
3.66211E-06	-0.189086914	0.262817383
3.79774E-06	-0.066162109	0.22253418
3.93338E-06	0.081176758	0.179443359
4.06901E-06	0.226318359	0.144897461
4.20464E-06	0.345092773	0.12902832
4.34028E-06	0.418579102	0.138183594
4.47591E-06	0.437866211	0.173217773
4.61155E-06	0.403930664	0.227539063
4.74718E-06	0.326171875	0.287963867
4.88281E-06	0.219482422	0.337280273
5.01845E-06	0.1015625	0.358642578
5.15408E-06	-0.010986328	0.339477539
5.28971E-06	-0.10559082	0.275024414
5.42535E-06	-0.173583984	0.171386719
5.56098E-06	-0.21105957	0.044311523
5.69661E-06	-0.217651367	-0.083374023
5.83225E-06	-0.195922852	-0.186523438
5.96788E-06	-0.149291992	-0.243530273
6.10352E-06	-0.082397461	-0.241821289
6.23915E-06	-0.000732422	-0.181152344
6.37478E-06	0.089233398	-0.075073242
6.51042E-06	0.179443359	0.052856445
6.64605E-06	0.261352539	0.173461914
6.78168E-06	0.324951172	0.258544922
6.91732E-06	0.361206055	0.288085938
7.05295E-06	0.363525391	0.255004883
7.18859E-06	0.329467773	0.166381836
7.32422E-06	0.261352539	0.04296875
7.45985E-06	0.167602539	-0.086791992
7.59549E-06	0.060913086	-0.192749023
7.73112E-06	-0.044555664	-0.250366211
7.86675E-06	-0.134277344	-0.247192383
8.00239E-06	-0.197631836	-0.184082031
8.13802E-06	-0.229858398	-0.075927734
8.27365E-06	-0.233276367	0.052856445
8.40929E-06	-0.216064453	0.175170898
8.54492E-06	-0.190795898	0.267456055
8.68056E-06	-0.171020508	0.315673828
8.81619E-06	-0.167480469	0.317871094
8.95182E-06	-0.185180664	0.284301758
9.08746E-06	-0.221801758	0.233398438
9.22309E-06	-0.267578125	0.186523438
9.35872E-06	-0.307617188	0.161132813
9.49436E-06	-0.326293945	0.166503906
9.62999E-06	-0.310546875	0.200195313
9.76563E-06	-0.25402832	0.249511719
9.90126E-06	-0.16003418	0.294921875
1.00369E-05	-0.040649414	0.316162109
1.01725E-05	0.084350586	0.297485352
1.03082E-05	0.192016602	0.233520508
1.04438E-05	0.26159668	0.130371094
1.05794E-05	0.278564453	0.005493164
1.07151E-05	0.239501953	-0.116577148
1.08507E-05	0.151489258	-0.210083008
1.09863E-05	0.032470703	-0.254638672
1.1122E-05	-0.093139648	-0.240722656
1.12576E-05	-0.199829102	-0.170898438
1.13932E-05	-0.265625	-0.061157227
1.15289E-05	-0.277709961	0.063598633
1.16645E-05	-0.23425293	0.175048828
1.18001E-05	-0.144287109	0.248291016
1.19358E-05	-0.025878906	0.266845703
1.20714E-05	0.098999023	0.226928711
1.2207E-05	0.208496094	0.137451172
1.23427E-05	0.286376953	0.018432617
1.24783E-05	0.324707031	-0.103881836
1.26139E-05	0.32421875	-0.202880859
1.27496E-05	0.294433594	-0.256835938
1.28852E-05	0.249755859	-0.253051758
1.30208E-05	0.205322266	-0.191040039
1.31565E-05	0.174194336	-0.081176758
1.32921E-05	0.163452148	0.057006836
1.34277E-05	0.172607422	0.199462891
1.35634E-05	0.194946289	0.322387695
1.3699E-05	0.218994141	0.405639648
1.38346E-05	0.231567383	0.436767578
1.39703E-05	0.221435547	0.412719727
1.41059E-05	0.181030273	0.339111328
1.42415E-05	0.109375	0.229248047
1.43772E-05	0.012084961	0.101318359
1.45128E-05	-0.099853516	-0.024658203
1.46484E-05	-0.212158203	-0.130615234
1.47841E-05	-0.309448242	-0.202392578
1.49197E-05	-0.378295898	-0.231445313
1.50553E-05	-0.408691406	-0.216430664
1.5191E-05	-0.396728516	-0.162597656
1.53266E-05	-0.34387207	-0.080566406
1.54622E-05	-0.257568359	0.015136719
1.55979E-05	-0.149902344	0.108398438
1.57335E-05	-0.03503418	0.183837891
1.58691E-05	0.072143555	0.229248047
1.60048E-05	0.157836914	0.236572266
1.61404E-05	0.211791992	0.203857422
1.6276E-05	0.228149414	0.134521484
1.64117E-05	0.206787109	0.037963867
1.65473E-05	0.151977539	-0.073120117
1.66829E-05	0.072753906	-0.18359375
1.68186E-05	-0.019165039	-0.278686523
1.69542E-05	-0.110961914	-0.345581055
1.70898E-05	-0.191162109	-0.375488281
1.72255E-05	-0.250854492	-0.365356445
1.73611E-05	-0.285400391	-0.317260742
1.74967E-05	-0.294433594	-0.238769531
1.76324E-05	-0.282104492	-0.141601563
1.7768E-05	-0.255859375	-0.03918457
1.79036E-05	-0.224487305	0.055175781
1.80393E-05	-0.196899414	0.130737305
1.81749E-05	-0.180297852	0.181030273
1.83105E-05	-0.178222656	0.204589844
1.84462E-05	-0.191162109	0.206054688
1.85818E-05	-0.216064453	0.193237305
1.87174E-05	-0.247314453	0.177001953
1.88531E-05	-0.278320313	0.167480469
1.89887E-05	-0.302124023	0.172241211
1.91243E-05	-0.31237793	0.193725586
1.926E-05	-0.305175781	0.229370117
1.93956E-05	-0.278808594	0.270263672
1.95313E-05	-0.233886719	0.3046875
1.96669E-05	-0.172851563	0.32019043
1.98025E-05	-0.099975586	0.306640625
1.99382E-05	-0.019897461	0.259033203
2.00738E-05	0.061889648	0.1796875
2.02094E-05	0.140136719	0.077758789
