{0.000000e+00, 1.526548e-05, 2.244669e-05, 3.183426e-05, 4.324922e-05, 5.890534e-05, 7.798745e-05, 1.001601e-04, 1.293840e-04, 1.620568e-04, 1.982330e-04, 2.427237e-04, 2.834710e-04, 3.181059e-04},
{1.562500e-12, 1.381181e-05, 2.086091e-05, 3.023797e-05, 4.181986e-05, 5.786481e-05, 7.778584e-05, 1.012300e-04, 1.325894e-04, 1.687676e-04, 2.096430e-04, 2.613079e-04, 3.129862e-04, 3.621786e-04},
{3.125000e-12, 1.219943e-05, 1.904703e-05, 2.832320e-05, 3.996219e-05, 5.624612e-05, 7.682363e-05, 1.013285e-04, 1.345453e-04, 1.739176e-04, 2.191507e-04, 2.775682e-04, 3.397880e-04, 4.032095e-04},
{4.687500e-12, 1.044208e-05, 1.702003e-05, 2.610491e-05, 3.768948e-05, 5.405873e-05, 7.510224e-05, 1.004446e-04, 1.352208e-04, 1.774425e-04, 2.266469e-04, 2.913280e-04, 3.635966e-04, 4.407815e-04},
{6.250000e-12, 8.555081e-06, 1.479704e-05, 2.360114e-05, 3.501908e-05, 5.131762e-05, 7.263028e-05, 9.857683e-05, 1.345964e-04, 1.792925e-04, 2.320406e-04, 3.024325e-04, 3.841576e-04, 4.745064e-04},
{7.812500e-12, 6.555131e-06, 1.239730e-05, 2.083282e-05, 3.197230e-05, 4.804320e-05, 6.942361e-05, 9.573278e-05, 1.326649e-04, 1.794334e-04, 2.352598e-04, 3.107505e-04, 4.012451e-04, 5.040284e-04},
{9.375000e-12, 4.460213e-06, 9.841896e-06, 1.782365e-05, 2.857430e-05, 4.426118e-05, 6.550525e-05, 9.192953e-05, 1.294316e-04, 1.778467e-04, 2.362521e-04, 3.161759e-04, 4.146637e-04, 5.290281e-04},
{1.093750e-11, 2.289414e-06, 7.153676e-06, 1.459988e-05, 2.485381e-05, 4.000234e-05, 6.090521e-05, 8.719339e-05, 1.249138e-04, 1.745301e-04, 2.349859e-04, 3.186289e-04, 4.242508e-04, 5.492257e-04},
{1.250000e-11, 6.276462e-08, 4.356984e-06, 1.119007e-05, 2.084299e-05, 3.530238e-05, 5.566032e-05, 8.155983e-05, 1.191415e-04, 1.694977e-04, 2.314506e-04, 3.180569e-04, 4.298785e-04, 5.643840e-04},
{1.406250e-11, -2.198943e-06, 1.477479e-06, 7.624896e-06, 1.657710e-05, 3.020152e-05, 4.981389e-05, 7.507320e-05, 1.121569e-04, 1.627802e-04, 2.256570e-04, 3.144354e-04, 4.314549e-04, 5.743110e-04},
{1.562500e-11, -4.474347e-06, -1.458107e-06, 3.936839e-06, 1.209419e-05, 2.474427e-05, 4.341546e-05, 6.778642e-05, 1.040138e-04, 1.544242e-04, 2.176373e-04, 3.077687e-04, 4.289255e-04, 5.788623e-04},
{1.718750e-11, -6.741708e-06, -4.422208e-06, 1.599074e-07, 7.434832e-06, 1.897899e-05, 3.652030e-05, 5.976055e-05, 9.477791e-05, 1.444926e-04, 2.074451e-04, 2.980894e-04, 4.222741e-04, 5.779427e-04},
{1.875000e-11, -8.979117e-06, -7.386674e-06, -3.670664e-06, 2.641702e-06, 1.295749e-05, 2.918900e-05, 5.106432e-05, 8.452578e-05, 1.330638e-04, 1.951550e-04, 2.854594e-04, 4.115233e-04, 5.715077e-04},
{2.031250e-11, -1.116470e-05, -1.032304e-05, -7.518740e-06, -2.240771e-06, 6.734602e-06, 2.148696e-05, 4.177356e-05, 7.334446e-05, 1.202311e-04, 1.808625e-04, 2.699687e-04, 3.967344e-04, 5.595641e-04},
{2.187500e-11, -1.327682e-05, -1.320277e-05, -1.134761e-05, -7.166817e-06, 3.676427e-07, 1.348379e-05, 3.197053e-05, 6.133069e-05, 1.061023e-04, 1.646828e-04, 2.517355e-04, 3.780075e-04, 5.421711e-04},
{2.343750e-11, -1.529429e-05, -1.599758e-05, -1.512035e-05, -1.208974e-05, -6.084059e-06, 5.252725e-06, 2.174326e-05, 4.859014e-05, 9.079821e-05, 1.467500e-04, 2.309049e-04, 3.554810e-04, 5.194396e-04},
{2.500000e-11, -1.719661e-05, -1.867964e-05, -1.880014e-05, -1.696235e-05, -1.255972e-05, -3.130061e-06, 1.118472e-05, 3.523647e-05, 7.445239e-05, 1.272164e-04, 2.076479e-04, 3.293304e-04, 4.915317e-04},
{2.656250e-11, -1.896409e-05, -2.122189e-05, -2.235065e-05, -2.173741e-05, -1.899766e-05, -1.158611e-05, 3.920451e-07, 2.139035e-05, 5.720947e-05, 1.062510e-04, 1.821604e-04, 2.997672e-04, 4.586602e-04},
{2.812500e-11, -2.057815e-05, -2.359830e-05, -2.573634e-05, -2.636808e-05, -2.533587e-05, -2.003542e-05, -1.053435e-05, 7.178407e-06, 3.922415e-05, 8.403788e-05, 1.546612e-04, 2.670370e-04, 4.210866e-04},
{2.968750e-11, -2.202143e-05, -2.578411e-05, -2.892287e-05, -3.080837e-05, -3.151262e-05, -2.839717e-05, -2.149171e-05, -7.267921e-06, 2.065977e-05, 6.077506e-05, 1.253903e-04, 2.314181e-04, 3.791193e-04},
