8.04688e+08			1.00002			-0.00192641
8.04749e+08			1.00002			-0.00192995
8.0481e+08			1.00002			-0.00193324
8.04871e+08			1.00002			-0.00193617
8.04932e+08			1.00002			-0.00193881
8.04993e+08			1.00002			-0.0019411
8.05054e+08			1.00002			-0.00194304
8.05115e+08			1.00002			-0.00194466
8.05176e+08			1.00002			-0.00194599
8.05237e+08			1.00002			-0.00194692
8.05298e+08			1.00002			-0.00194752
8.05359e+08			1.00002			-0.00194779
8.0542e+08			1.00002			-0.00194789
8.05481e+08			1.00002			-0.00194762
8.05542e+08			1.00001			-0.00194707
8.05603e+08			1.00001			-0.00194626
8.05664e+08			1.00001			-0.00194527
8.05725e+08			1.00001			-0.00194395
8.05786e+08			1.00001			-0.00194255
8.05847e+08			1.00001			-0.00194099
8.05908e+08			1.00001			-0.00193917
8.05969e+08			1.00001			-0.00193724
8.0603e+08			1.00001			-0.00193521
8.06091e+08			1.00001			-0.00193325
8.06152e+08			1.00001			-0.00193123
8.06213e+08			1.00001			-0.00192912
8.06274e+08			1.00001			-0.00192691
8.06335e+08			1.00001			-0.00192489
8.06396e+08			1.00002			-0.00192278
8.06458e+08			1.00002			-0.00192094
8.06519e+08			1.00002			-0.00191936
8.0658e+08			1.00002			-0.00191752
8.06641e+08			1.00002			-0.00191619
8.06702e+08			1.00002			-0.00191491
8.06763e+08			1.00002			-0.0019139
8.06824e+08			1.00002			-0.00191302
8.06885e+08			1.00002			-0.00191234
8.06946e+08			1.00002			-0.00191207
8.07007e+08			1.00002			-0.00191184
8.07068e+08			1.00003			-0.00191208
8.07129e+08			1.00003			-0.00191251
8.0719e+08			1.00003			-0.00191334
8.07251e+08			1.00003			-0.00191436
8.07312e+08			1.00003			-0.00191553
8.07373e+08			1.00003			-0.00191711
8.07434e+08			1.00003			-0.00191923
8.07495e+08			1.00003			-0.00192125
8.07556e+08			1.00003			-0.00192349
8.07617e+08			1.00003			-0.00192626
8.07678e+08			1.00003			-0.00192921
8.07739e+08			1.00003			-0.00193258
8.078e+08			1.00003			-0.00193588
8.07861e+08			1.00002			-0.00193936
8.07922e+08			1.00002			-0.00194311
8.07983e+08			1.00002			-0.00194698
8.08044e+08			1.00002			-0.00195118
8.08105e+08			1.00002			-0.00195537
8.08167e+08			1.00002			-0.00195969
8.08228e+08			1.00001			-0.00196412
8.08289e+08			1.00001			-0.0019684
8.0835e+08			1.00001			-0.00197295
8.08411e+08			1			-0.00197755
8.08472e+08			1			-0.00198213
8.08533e+08			0.999998			-0.00198656
8.08594e+08			0.999995			-0.0019911
8.08655e+08			0.999991			-0.00199553
8.08716e+08			0.999988			-0.0019999
8.08777e+08			0.999984			-0.00200417
8.08838e+08			0.99998			-0.0020083
8.08899e+08			0.999977			-0.00201246
8.0896e+08			0.999973			-0.00201632
8.09021e+08			0.999969			-0.00202015
8.09082e+08			0.999966			-0.0020238
8.09143e+08			0.999962			-0.00202739
8.09204e+08			0.999959			-0.00203077
8.09265e+08			0.999956			-0.00203389
8.09326e+08			0.999953			-0.00203711
8.09387e+08			0.99995			-0.00204001
8.09448e+08			0.999948			-0.0020428
8.09509e+08			0.999945			-0.0020454
8.0957e+08			0.999943			-0.00204794
8.09631e+08			0.999941			-0.00205033
8.09692e+08			0.999939			-0.00205266
8.09753e+08			0.999938			-0.00205473
8.09814e+08			0.999937			-0.00205688
8.09875e+08			0.999936			-0.0020588
8.09937e+08			0.999936			-0.00206056
8.09998e+08			0.999936			-0.00206243
8.10059e+08			0.999937			-0.00206433
8.1012e+08			0.999937			-0.00206625
8.10181e+08			0.999938			-0.00206791
8.10242e+08			0.99994			-0.00206967
8.10303e+08			0.999942			-0.00207146
8.10364e+08			0.999944			-0.00207323
8.10425e+08			0.999946			-0.00207527
8.10486e+08			0.999949			-0.00207695
8.10547e+08			0.999952			-0.00207909
8.10608e+08			0.999955			-0.00208114
8.10669e+08			0.999959			-0.00208327
8.1073e+08			0.999963			-0.00208554
8.10791e+08			0.999966			-0.00208782
8.10852e+08			0.999971			-0.00209034
8.10913e+08			0.999975			-0.00209294
8.10974e+08			0.999979			-0.00209555
8.11035e+08			0.999984			-0.0020984
8.11096e+08			0.999988			-0.00210125
8.11157e+08			0.999993			-0.00210428
8.11218e+08			0.999998			-0.00210743
8.11279e+08			1			-0.00211069
8.1134e+08			1.00001			-0.00211408
8.11401e+08			1.00001			-0.00211734
8.11462e+08			1.00002			-0.00212091
8.11523e+08			1.00002			-0.00212444
8.11584e+08			1.00002			-0.00212815
8.11646e+08			1.00003			-0.00213174
8.11707e+08			1.00003			-0.00213536
8.11768e+08			1.00004			-0.00213901
8.11829e+08			1.00004			-0.00214266
8.1189e+08			1.00004			-0.00214628
8.11951e+08			1.00004			-0.0021499
8.12012e+08			1.00005			-0.00215345
8.12073e+08			1.00005			-0.00215668
8.12134e+08			1.00005			-0.00215997
8.12195e+08			1.00005			-0.0021631
8.12256e+08			1.00005			-0.00216621
8.12317e+08			1.00005			-0.00216913
8.12378e+08			1.00006			-0.00217181
8.12439e+08			1.00006			-0.00217426
8.125e+08			1.00006			-0.00217667
8.12561e+08			1.00006			-0.00217873
8.12622e+08			1.00005			-0.00218063
8.12683e+08			1.00005			-0.00218227
8.12744e+08			1.00005			-0.00218372
8.12805e+08			1.00005			-0.00218485
8.12866e+08			1.00005			-0.0021858
8.12927e+08			1.00005			-0.00218648
8.12988e+08			1.00004			-0.00218706
8.13049e+08			1.00004			-0.00218712
8.1311e+08			1.00004			-0.00218705
8.13171e+08			1.00004			-0.00218677
8.13232e+08			1.00003			-0.00218628
8.13293e+08			1.00003			-0.00218559
8.13354e+08			1.00003			-0.00218468
8.13416e+08			1.00002			-0.0021836
8.13477e+08			1.00002			-0.00218239
8.13538e+08			1.00002			-0.00218092
8.13599e+08			1.00002			-0.00217951
8.1366e+08			1.00001			-0.00217792
8.13721e+08			1.00001			-0.00217624
8.13782e+08			1.00001			-0.00217442
8.13843e+08			1			-0.00217271
8.13904e+08			1			-0.00217094
8.13965e+08			0.999998			-0.00216917
8.14026e+08			0.999996			-0.00216741
8.14087e+08			0.999993			-0.00216567
8.14148e+08			0.999991			-0.00216412
8.14209e+08			0.999989			-0.00216271
8.1427e+08			0.999987			-0.00216163
8.14331e+08			0.999986			-0.00216041
8.14392e+08			0.999984			-0.00215946
8.14453e+08			0.999983			-0.00215878
8.14514e+08			0.999982			-0.0021584
8.14575e+08			0.999981			-0.00215836
8.14636e+08			0.99998			-0.00215836
8.14697e+08			0.999979			-0.00215873
8.14758e+08			0.999979			-0.00215957
8.14819e+08			0.999979			-0.00216046
8.1488e+08			0.999979			-0.0021618
8.14941e+08			0.999979			-0.00216368
8.15002e+08			0.999979			-0.00216566
8.15063e+08			0.999979			-0.00216793
8.15125e+08			0.999979			-0.00217061
8.15186e+08			0.999979			-0.00217368
8.15247e+08			0.999979			-0.00217715
8.15308e+08			0.99998			-0.00218086
8.15369e+08			0.99998			-0.0021847
8.1543e+08			0.99998			-0.00218922
8.15491e+08			0.999981			-0.00219374
8.15552e+08			0.999981			-0.0021987
8.15613e+08			0.999981			-0.00220384
8.15674e+08			0.999982			-0.00220922
8.15735e+08			0.999982			-0.00221481
8.15796e+08			0.999982			-0.00222056
8.15857e+08			0.999982			-0.0022265
8.15918e+08			0.999982			-0.00223264
8.15979e+08			0.999982			-0.00223889
8.1604e+08			0.999982			-0.00224518
8.16101e+08			0.999982			-0.00225146
8.16162e+08			0.999981			-0.00225783
8.16223e+08			0.999981			-0.0022643
8.16284e+08			0.99998			-0.00227076
8.16345e+08			0.99998			-0.00227695
8.16406e+08			0.999979			-0.00228326
8.16467e+08			0.999978			-0.00228937
8.16528e+08			0.999977			-0.00229532
8.16589e+08			0.999976			-0.00230124
8.1665e+08			0.999975			-0.00230687
8.16711e+08			0.999974			-0.00231252
8.16772e+08			0.999973			-0.00231761
8.16833e+08			0.999972			-0.00232267
8.16895e+08			0.999972			-0.0023274
8.16956e+08			0.999971			-0.00233207
8.17017e+08			0.99997			-0.0023363
8.17078e+08			0.999969			-0.00234014
8.17139e+08			0.999968			-0.00234403
8.172e+08			0.999967			-0.00234746
8.17261e+08			0.999967			-0.00235052
8.17322e+08			0.999967			-0.00235335
8.17383e+08			0.999966			-0.00235588
8.17444e+08			0.999966			-0.00235811
8.17505e+08			0.999966			-0.00236014
8.17566e+08			0.999967			-0.00236181
8.17627e+08			0.999967			-0.00236333
8.17688e+08			0.999968			-0.00236443
8.17749e+08			0.999968			-0.00236548
8.1781e+08			0.99997			-0.00236617
8.17871e+08			0.999971			-0.00236671
8.17932e+08			0.999973			-0.00236723
8.17993e+08			0.999974			-0.00236738
8.18054e+08			0.999976			-0.00236745
8.18115e+08			0.999978			-0.00236723
8.18176e+08			0.999981			-0.00236715
8.18237e+08			0.999984			-0.00236701
8.18298e+08			0.999986			-0.00236676
8.18359e+08			0.999989			-0.00236638
8.1842e+08			0.999992			-0.00236607
8.18481e+08			0.999996			-0.00236573
8.18542e+08			0.999999			-0.00236548
8.18604e+08			1			-0.00236502
8.18665e+08			1.00001			-0.00236489
8.18726e+08			1.00001			-0.00236476
8.18787e+08			1.00001			-0.00236445
8.18848e+08			1.00002			-0.00236468
8.18909e+08			1.00002			-0.00236487
8.1897e+08			1.00003			-0.00236507
8.19031e+08			1.00003			-0.00236533
8.19092e+08			1.00003			-0.00236594
8.19153e+08			1.00004			-0.00236661
8.19214e+08			1.00004			-0.00236747
8.19275e+08			1.00004			-0.00236841
8.19336e+08			1.00005			-0.00236952
8.19397e+08			1.00005			-0.00237083
